gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,MonthlyCharges,InternetService_Fiber optic,InternetService_No,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,Actual_Churn,Churn_Probability,Risk_Segment,MonthlyCharges_Actual,Annual_Value
0,1,0,0,0.0585849571871799,0,0,0,1,1,0,1,1,0,1,-0.2906173393521624,0,0,0,1,0,0,0.7376712793086512,High Risk,56.25,675.0
1,0,1,0,0.5883271352893868,1,0,0,0,0,0,0,0,2,0,-1.5063232483172613,0,1,0,0,1,0,0.0305914741521814,Low Risk,19.65,235.79999999999998
1,0,1,1,-1.2861451872261145,1,0,0,0,0,0,0,0,0,1,0.1627811758766246,1,0,0,0,1,1,0.7633247692039338,High Risk,69.9,838.8000000000001
0,1,1,0,1.2403175083382567,1,1,0,1,1,0,1,1,0,1,1.2788390595167152,1,0,0,1,0,0,0.7011242460944537,High Risk,103.5,1242.0
0,1,0,0,1.607062093178246,1,1,1,1,1,1,0,1,2,1,1.408381492439226,1,0,0,0,0,0,0.0876311356239747,Low Risk,107.4,1288.8000000000002
0,0,0,0,0.3030813470805062,1,0,0,0,0,0,0,0,2,1,-1.4747680402976753,0,1,0,0,0,0,0.0453885917820836,Low Risk,20.6,247.20000000000002
1,0,0,0,-1.163896992279451,1,1,0,0,0,0,0,0,0,1,0.3105924134420529,1,0,0,1,0,1,0.8796270146791454,High Risk,74.35,892.1999999999999
1,0,1,1,-1.1231475939638966,1,1,1,0,1,0,0,0,0,1,0.6477348991249973,1,0,0,1,0,1,0.7926108515661008,High Risk,84.5,1014.0
1,0,1,0,1.5663126948626918,1,1,1,1,1,1,1,1,2,1,1.6973607658817491,1,0,0,0,0,0,0.09558909222196241,Low Risk,116.1,1393.1999999999998
1,0,0,0,-1.2046463905950056,1,0,0,0,0,0,0,0,0,1,0.1760675792532921,1,0,0,0,1,0,0.8006816936906298,High Risk,70.3,843.5999999999999
0,0,1,0,-1.2046463905950056,1,1,0,0,0,0,0,0,0,1,0.360416426104557,1,0,0,1,0,1,0.8774359430191883,High Risk,75.85,910.1999999999999
1,0,0,0,-0.2266608310217006,1,0,0,0,0,0,0,0,1,0,-1.4847328428301765,0,1,0,0,1,0,0.11438650780567668,Low Risk,20.29999999999999,243.59999999999988
0,0,1,0,0.3438307453960605,1,0,0,0,0,0,0,0,2,0,-1.473107239875592,0,1,1,0,0,0,0.03544995406456623,Low Risk,20.65,247.79999999999998
0,0,0,0,-1.0823981956483424,1,1,0,0,0,0,0,0,0,1,0.2939844092212182,1,0,0,0,1,0,0.835098018347169,High Risk,73.85,886.1999999999999
1,0,0,0,-1.2046463905950056,1,0,0,0,1,1,1,0,0,1,0.8254405442879281,1,0,0,0,1,0,0.8045085945611247,High Risk,89.85,1078.1999999999998
0,0,1,0,1.1180693133915935,1,1,1,1,0,0,0,1,0,1,0.9666085801650228,1,0,1,0,0,0,0.4173904862427226,Medium Risk,94.1,1129.1999999999998
1,1,1,0,0.9958211184449304,1,1,0,1,0,0,0,1,0,1,0.8254405442879281,1,0,0,1,0,0,0.6620959514889837,Medium Risk,89.85,1078.1999999999998
1,0,0,0,-0.2674102293372549,1,1,0,0,1,0,1,1,0,1,1.107776616042118,1,0,0,1,0,1,0.8766991529817573,High Risk,98.35,1180.1999999999998
0,0,0,0,0.9143223218138218,1,0,1,0,0,0,0,0,0,1,-0.4799485874696779,0,0,1,0,0,0,0.17985156081126513,Low Risk,50.55,606.5999999999999
1,0,0,0,-1.2861451872261145,1,0,0,0,0,0,0,0,0,1,-1.488054443674343,0,1,0,0,0,1,0.41637044103519927,Medium Risk,20.200000000000003,242.40000000000003
1,0,0,0,0.6698259319204956,1,1,0,0,0,1,1,0,2,1,0.0382211442203645,0,0,0,0,0,0,0.09496821652094371,Low Risk,66.15,793.8000000000001
0,0,1,1,-1.0823981956483424,1,0,1,1,0,0,0,0,0,0,-0.3022429423067467,0,0,1,0,0,1,0.3366451982350769,Low Risk,55.9,670.8
0,1,0,0,-1.2861451872261145,1,0,0,0,0,0,0,0,0,1,0.1528163733441234,1,0,0,1,0,1,0.87807516454305,High Risk,69.6,835.1999999999999
0,0,1,1,0.2623319487649518,1,0,0,0,1,1,0,0,0,1,0.5480868737999891,1,0,0,0,0,0,0.40317122470601086,Medium Risk,81.5,978.0
0,0,0,0,-1.2861451872261145,1,0,0,0,0,0,0,0,0,0,-1.5096448491614285,0,1,0,0,1,0,0.3813284777640796,Low Risk,19.54999999999999,234.59999999999988
0,0,1,0,1.5255632965471373,0,0,0,1,1,1,1,1,2,0,-0.239132526267575,0,0,0,0,0,0,0.05719476833368033,Low Risk,57.8,693.5999999999999
0,0,0,0,-1.2861451872261145,1,1,0,0,0,0,0,0,0,1,-0.4998781925346793,0,0,0,0,0,1,0.6832053485201286,Medium Risk,49.95,599.4000000000001
0,0,1,0,-0.7971524074394618,0,0,0,0,1,0,1,1,0,1,-0.5397374026646827,0,0,0,0,0,1,0.7630279182886508,High Risk,48.75,585.0
0,0,1,1,1.3218163049693654,1,1,1,1,1,1,1,1,2,1,0.8453701493529301,0,0,0,0,1,0,0.04333957249740513,Low Risk,90.45,1085.4
1,1,0,0,-0.4711572209150268,1,1,0,1,1,0,1,1,0,1,1.307072666692134,1,0,0,1,0,0,0.8985684551338932,High Risk,104.35,1252.1999999999998
0,0,0,0,0.7105753302360499,0,0,0,1,1,1,0,0,2,0,-0.8403422790617904,0,0,1,0,0,0,0.0641428755428757,Low Risk,39.7,476.40000000000003
0,0,0,0,-0.8379018057550162,0,0,0,1,1,1,1,1,1,0,-0.1444669022088172,0,0,0,1,0,0,0.5433828613632766,Medium Risk,60.65,727.8
1,0,0,0,-0.2674102293372549,1,0,0,1,0,0,0,0,1,0,0.3487908231499729,1,0,0,0,0,0,0.36423550492235207,Low Risk,75.5,906.0
0,1,0,0,-1.2453957889105598,0,0,0,0,1,0,0,0,0,1,-1.1492511575693156,0,0,0,1,0,1,0.8261685983198196,High Risk,30.4,364.79999999999995
0,1,0,0,0.5475777369738324,1,1,0,0,1,1,0,1,1,1,0.1362083691232887,0,0,1,0,0,0,0.25262054966978376,Low Risk,69.1,829.1999999999999
0,0,1,0,0.5475777369738324,1,1,0,1,1,1,1,1,2,1,1.45820550510173,1,0,1,0,0,0,0.2673619081210341,Low Risk,108.9,1306.8000000000002
0,0,1,1,1.158818711707148,1,1,0,1,0,0,1,1,0,1,1.1343494227954536,1,0,0,1,0,1,0.6035877845166745,Medium Risk,99.15,1189.8000000000002
0,0,1,0,-0.5934054158616899,1,1,0,0,0,1,1,0,0,1,0.7922245358462588,1,0,0,1,0,0,0.8167411312453157,High Risk,88.85,1066.1999999999998
1,0,0,0,-0.5526560175461356,1,1,0,0,0,0,1,1,0,0,0.1528163733441234,0,0,0,0,1,0,0.6584190396482503,Medium Risk,69.6,835.1999999999999
1,0,1,1,-0.7971524074394618,1,1,0,0,0,0,0,0,0,1,0.3122532138641368,1,0,1,0,0,1,0.7478635028611376,High Risk,74.4,892.8000000000001
1,0,1,1,-0.7971524074394618,1,1,0,0,0,0,0,0,1,0,-1.345225607375165,0,1,0,0,0,0,0.15667984400165735,Low Risk,24.5,294.0
0,0,0,0,-1.163896992279451,0,0,1,0,1,0,0,0,0,0,-0.9964575187376364,0,0,0,0,1,0,0.5872061471266501,Medium Risk,35.0,420.0
0,0,1,1,1.607062093178246,1,1,1,0,1,1,1,1,2,0,1.4100422928613094,1,0,0,0,1,0,0.07491290061991727,Low Risk,107.45,1289.4
1,0,0,1,-1.2861451872261145,0,0,0,0,0,0,0,0,0,0,-1.3551904099076657,0,0,0,0,1,0,0.6317639956657057,Medium Risk,24.200000000000003,290.40000000000003
0,0,0,0,-0.7971524074394618,1,1,0,1,1,1,0,0,0,0,0.8104933404891773,1,0,0,1,0,1,0.7399990846760416,High Risk,89.4,1072.8000000000002
0,0,0,0,-1.2046463905950056,1,0,0,0,0,0,0,0,0,1,-1.5079840487393448,0,1,0,0,1,1,0.42754769370761553,Medium Risk,19.6,235.20000000000002
1,0,0,0,-1.2046463905950056,1,0,0,0,1,0,0,1,0,0,0.6875941092550005,1,0,1,0,0,0,0.8089162561789068,High Risk,85.7,1028.4
0,1,0,0,-0.9601500007016792,1,1,0,0,1,0,1,0,0,1,0.8337445463983455,1,0,0,1,0,0,0.915895384495967,High Risk,90.1,1081.1999999999998
1,0,1,1,-0.5119066192305812,1,0,0,0,0,0,1,1,0,1,0.8370661472425127,1,0,0,1,0,1,0.816360369946076,High Risk,90.2,1082.4
0,0,0,0,-1.041648797332788,1,1,0,0,0,0,0,0,0,1,0.335504419773305,1,0,0,0,0,1,0.8149555839729494,High Risk,75.1,901.1999999999999
1,1,0,0,-1.2861451872261145,1,0,0,0,0,0,0,0,0,1,0.157798774610374,1,0,0,1,0,1,0.8776354398719894,High Risk,69.75,837.0
0,0,0,0,-0.389658424283918,1,1,0,0,0,0,1,1,0,1,0.9466789751000216,1,0,0,1,0,0,0.8817574512573011,High Risk,93.5,1122.0
0,0,1,0,1.3218163049693654,1,0,1,0,1,1,0,0,2,0,-0.2025949169817386,0,0,1,0,0,0,0.01976312705201791,Low Risk,58.9,706.8
0,0,1,1,0.7920741268671586,1,0,0,0,0,0,0,0,2,0,-1.516288050849762,0,1,0,0,1,0,0.02094400892405313,Low Risk,19.35,232.20000000000002
1,0,0,0,-1.2046463905950056,1,0,0,0,0,1,0,0,0,1,-0.4899133900021786,0,0,0,0,1,0,0.5398364299613169,Medium Risk,50.25,603.0
0,0,1,0,-1.0823981956483424,1,1,0,1,0,0,0,1,0,1,0.8553349518854307,1,0,0,1,0,0,0.8847024283557878,High Risk,90.75,1089.0
1,0,1,0,-1.163896992279451,1,0,0,0,0,0,0,0,0,0,0.182710780941626,1,0,0,1,0,0,0.7976978089772514,High Risk,70.5,846.0
1,0,1,0,0.4660789403427237,1,1,1,0,1,0,0,0,0,1,0.6576997016574979,1,0,1,0,0,0,0.5092840531146949,Medium Risk,84.8,1017.5999999999999
1,1,0,0,0.5883271352893868,1,1,0,0,0,0,1,0,0,1,0.6992197122095847,1,0,1,0,0,0,0.6944061243505124,Medium Risk,86.05,1032.6
0,0,0,0,-1.0823981956483424,0,0,1,1,0,1,0,1,0,0,-0.4666621840930099,0,0,1,0,0,0,0.5096562949444534,Medium Risk,50.95,611.4000000000001
1,0,0,0,-1.041648797332788,1,1,0,0,0,0,1,1,0,0,1.036362197892529,1,0,0,1,0,0,0.9025850018177118,High Risk,96.2,1154.4
1,0,0,0,0.832823525182713,1,1,0,1,1,1,0,1,2,1,0.2956452096433021,0,0,0,0,0,0,0.07872119215085653,Low Risk,73.9,886.8000000000001
0,0,0,0,-1.2046463905950056,1,0,0,0,0,0,0,0,0,0,-0.6726014364313602,0,0,0,0,1,0,0.5605968826542872,Medium Risk,44.75,537.0
1,0,0,1,-1.0823981956483424,1,0,0,0,0,0,0,0,0,0,-1.5096448491614285,0,1,0,0,1,0,0.292994079991922,Low Risk,19.54999999999999,234.59999999999988
1,0,0,0,-0.9194006023861248,1,0,0,0,0,0,1,1,0,1,0.8138149413333441,1,0,0,1,0,1,0.8897968389782763,High Risk,89.5,1074.0
0,0,1,1,-0.3081596276528093,1,0,0,1,1,0,1,0,0,1,0.8021893383787599,1,0,0,0,0,1,0.6369966621553914,Medium Risk,89.15,1069.8000000000002
0,0,0,0,0.506828338658278,1,1,0,0,1,0,0,1,0,1,0.8071717396450101,1,0,1,0,0,0,0.6741490323364279,Medium Risk,89.3,1071.6
0,0,1,0,-1.2046463905950056,1,1,0,0,0,0,1,1,0,0,0.9931813869183588,1,0,0,1,0,0,0.9103164762111371,High Risk,94.9,1138.8000000000002
1,0,0,0,-1.2453957889105598,1,0,0,0,1,1,0,0,0,1,0.4932804598712345,1,0,0,1,0,1,0.8102298100478101,High Risk,79.85,958.1999999999999
0,0,0,0,-1.041648797332788,1,0,0,0,0,0,0,0,1,0,-1.498019246206844,0,1,0,0,1,0,0.193904486596437,Low Risk,19.9,238.79999999999998
0,0,0,0,0.7105753302360499,1,1,0,0,0,0,1,1,0,1,1.0197541936716945,1,0,0,1,0,0,0.7617561074085625,High Risk,95.70000000000002,1148.4
0,0,1,1,1.403315101600474,1,1,1,0,1,1,0,1,1,1,1.17088703208129,1,0,0,0,0,0,0.14466592058129163,Low Risk,100.25,1203.0
0,0,1,1,-0.1859114327061462,1,0,0,0,0,0,0,1,0,1,0.5331396700012379,1,0,0,1,0,1,0.7184980303430343,High Risk,81.05,972.5999999999999
1,1,1,0,0.5475777369738324,0,0,0,1,1,1,1,1,1,1,-0.1693789085400692,0,0,0,0,0,1,0.2951706582267254,Low Risk,59.9,718.8
1,0,0,0,1.36256570328492,0,0,0,0,0,1,0,0,1,0,-1.1808063655889014,0,0,1,0,0,0,0.08804423261972252,Low Risk,29.450000000000003,353.40000000000003
1,0,1,0,0.4253295420271693,1,1,1,0,1,0,1,1,1,1,0.5049060628258191,0,0,0,1,0,0,0.3426219985890211,Low Risk,80.2,962.4000000000001
1,0,0,0,-1.2861451872261145,1,0,0,0,0,0,0,0,0,1,-0.6360638271455238,0,0,0,0,1,1,0.6337922236094199,Medium Risk,45.85,550.2
1,0,1,0,0.5883271352893868,1,1,0,0,0,0,0,0,0,0,-1.3153311997776624,0,1,0,1,0,0,0.20896429090387292,Low Risk,25.4,304.79999999999995
1,0,1,1,1.158818711707148,1,0,0,0,0,0,0,0,1,0,-1.4814112419860093,0,1,0,0,1,0,0.03297174550804343,Low Risk,20.4,244.79999999999998
0,0,1,1,0.0585849571871799,1,0,0,0,0,0,0,0,0,0,-1.473107239875592,0,1,0,0,1,0,0.1428397154125071,Low Risk,20.65,247.79999999999998
1,0,0,0,-1.2861451872261145,1,0,0,0,0,0,0,0,0,1,-1.5179488512718458,0,1,0,0,1,1,0.442443417589898,Medium Risk,19.299999999999997,231.59999999999997
1,0,1,1,1.5255632965471373,0,0,0,1,1,1,1,1,1,0,-0.1544317047413179,0,0,0,1,0,0,0.1303974629446806,Low Risk,60.35,724.2
1,0,0,0,1.36256570328492,1,0,0,0,0,0,0,0,2,0,-1.5046624478951778,0,1,0,0,0,0,0.01633896531196825,Low Risk,19.700000000000003,236.40000000000003
0,0,0,0,-0.5934054158616899,1,0,1,0,0,0,1,1,0,1,1.0313797966262783,1,0,0,1,0,1,0.81083134173978,High Risk,96.05,1152.6
0,0,1,1,-0.5119066192305812,1,0,0,0,0,0,0,0,0,0,-1.4830720424080928,0,1,0,0,1,0,0.20446696677813805,Low Risk,20.35,244.20000000000002
1,0,1,1,0.0585849571871799,0,0,1,0,0,0,0,0,1,0,-1.1492511575693156,0,0,0,0,0,0,0.14652908489899713,Low Risk,30.4,364.79999999999995
0,0,0,0,-1.2453957889105598,1,0,0,0,0,0,0,0,0,0,0.1777283796753755,1,0,0,1,0,0,0.8148297868154323,High Risk,70.35,844.1999999999999
1,0,1,1,-1.2453957889105598,1,0,0,0,0,0,0,0,0,0,0.164441976298708,1,0,0,0,1,0,0.7080328193855948,High Risk,69.95,839.4000000000001
0,0,0,0,0.3845801437116149,1,1,1,1,0,0,0,0,1,1,-0.1610749064296519,0,0,0,0,0,0,0.14698545782810646,Low Risk,60.15,721.8
1,0,1,0,-1.163896992279451,1,0,0,0,0,0,1,0,0,1,0.5098884640920691,1,0,0,1,0,1,0.8735409692077465,High Risk,80.35,964.1999999999999
0,0,1,0,-1.0823981956483424,1,1,0,1,1,0,1,1,0,1,1.33862787471172,1,0,0,1,0,1,0.9163126069403545,High Risk,105.3,1263.6
0,1,1,0,-0.2674102293372549,1,0,0,0,1,0,0,1,1,0,-0.1428061017867336,0,0,0,0,1,0,0.3254624881649711,Low Risk,60.7,728.4000000000001
0,0,0,0,-1.2453957889105598,1,1,0,0,0,0,0,1,0,1,0.6875941092550005,1,0,0,1,0,1,0.9117486042931141,High Risk,85.7,1028.4
0,0,1,0,0.5883271352893868,1,1,1,1,1,0,1,0,0,1,1.1210630194187858,1,0,0,1,0,1,0.6156191702758658,Medium Risk,98.75,1185.0
1,0,0,0,0.0585849571871799,1,1,0,0,0,0,0,0,2,0,-1.292079993868494,0,1,0,0,0,0,0.0567436196438933,Low Risk,26.1,313.20000000000005
1,1,1,0,0.9958211184449304,1,1,0,1,1,0,0,1,0,1,1.004806989872943,1,0,0,0,0,1,0.5756235247441984,Medium Risk,95.25,1143.0
0,0,0,0,0.6290765336049412,1,1,0,0,0,0,0,0,1,0,-1.3435648069530814,0,1,0,0,0,0,0.07766193145019946,Low Risk,24.549999999999997,294.59999999999997
1,0,0,1,-1.0823981956483424,1,1,0,0,0,0,0,0,0,0,-1.2837759917580764,0,1,0,0,1,0,0.3583876815382809,Low Risk,26.35,316.20000000000005
0,1,0,0,-1.041648797332788,1,0,1,0,0,0,0,0,0,1,-0.5580062073076008,0,0,0,1,0,0,0.6271862405455273,Medium Risk,48.2,578.4000000000001
1,0,0,0,-1.2861451872261145,1,0,0,0,0,0,0,0,0,1,0.1777283796753755,1,0,0,1,0,0,0.8536399208107361,High Risk,70.35,844.1999999999999
0,0,1,1,1.4848138982315828,1,1,1,0,1,1,0,0,2,1,-0.0282108726629742,0,0,1,0,0,0,0.024036406531585466,Low Risk,64.15,769.8000000000001
0,0,0,0,0.2623319487649518,1,0,0,0,0,0,0,0,2,0,-1.4714464394535085,0,1,1,0,0,0,0.03923164112769576,Low Risk,20.699999999999996,248.39999999999995
1,0,1,0,-0.0636632377594831,1,1,0,1,1,0,1,0,0,0,0.9566437776325224,1,0,0,1,0,1,0.7475519403627053,High Risk,93.8,1125.6
1,0,0,0,1.1995681100227022,1,1,1,1,0,1,0,1,1,0,1.2290150468542111,1,0,0,1,0,1,0.20212192062364254,Low Risk,102.0,1224.0
1,0,0,0,1.4848138982315828,1,1,1,1,1,1,1,1,2,0,0.8520133510412641,0,0,0,0,1,0,0.03946407690963538,Low Risk,90.65,1087.8000000000002
0,0,0,0,-1.163896992279451,1,0,0,1,1,1,1,1,1,1,1.3502534776663049,1,0,0,1,0,1,0.7503452753064367,High Risk,105.65,1267.8000000000002
1,0,0,0,-0.0229138394439287,1,0,0,0,0,0,0,0,2,1,-1.4930368449405935,0,1,0,0,0,0,0.05738397186355983,Low Risk,20.050000000000004,240.60000000000005
0,0,0,1,-1.163896992279451,1,1,0,1,0,0,1,0,0,0,0.8171365421775109,1,0,0,0,1,1,0.7958405030924581,High Risk,89.6,1075.1999999999998
1,1,0,0,0.9143223218138218,0,0,1,1,0,0,1,0,0,1,-0.6692798355871932,0,0,0,1,0,0,0.4198879564207063,Medium Risk,44.85,538.2
0,0,0,0,-1.2861451872261145,1,0,0,0,0,0,0,1,0,1,-0.3188509465275814,0,0,0,1,0,1,0.7608326796242008,High Risk,55.4,664.8
0,1,0,0,1.0773199150760393,1,1,1,1,1,0,0,0,0,1,0.8221189434437615,1,0,0,1,0,0,0.5088748198026265,Medium Risk,89.75,1077.0
0,1,0,0,-1.163896992279451,1,1,0,0,0,0,0,0,0,0,-0.5397374026646827,0,0,0,0,1,0,0.6755271991200194,Medium Risk,48.75,585.0
0,0,0,0,-0.389658424283918,1,0,0,1,1,0,0,0,1,0,-0.3055645431509137,0,0,0,0,0,0,0.21137053968044134,Low Risk,55.8,669.5999999999999
1,0,1,1,1.607062093178246,1,1,0,0,0,0,0,0,2,0,-1.3286176031543302,0,1,0,0,0,0,0.01395880610858658,Low Risk,25.0,300.0
0,0,1,1,-0.5526560175461356,1,1,0,0,0,0,0,0,2,1,-1.3319392039984972,0,1,0,0,0,0,0.0856966964380437,Low Risk,24.9,298.79999999999995
1,0,1,1,1.1995681100227022,1,1,0,0,0,0,0,0,2,1,-1.3535296094855822,0,1,0,0,0,0,0.024354331536619332,Low Risk,24.25,291.0
1,0,1,1,1.607062093178246,1,1,1,1,1,1,1,1,2,1,1.629267948576327,1,0,1,0,0,0,0.0807590267957031,Low Risk,114.05,1368.6
1,1,0,0,-1.2046463905950056,1,1,0,0,0,0,0,0,0,1,0.398614835812477,1,0,0,1,0,1,0.9006109193899398,High Risk,77.0,924.0
0,1,0,0,0.3845801437116149,1,1,0,1,1,0,1,1,0,1,1.320359070068802,1,0,0,0,0,1,0.7545527976463505,High Risk,104.75,1257.0
0,0,0,0,-1.0008993990172337,1,0,1,0,0,0,1,0,0,1,-0.1660573076959023,0,0,0,1,0,0,0.6410483553883537,Medium Risk,60.0,720.0
0,1,1,0,-0.2266608310217006,1,0,1,0,1,0,1,1,0,1,1.2041030405229591,1,0,0,1,0,1,0.7993477199766228,High Risk,101.25,1215.0
0,0,0,0,-1.2861451872261145,1,1,0,0,0,0,0,0,0,1,0.3155748147083035,1,0,0,1,0,1,0.8892728821141784,High Risk,74.5,894.0
0,1,0,0,-1.163896992279451,1,0,0,1,1,0,1,1,0,1,1.1559398282825384,1,0,1,0,0,1,0.8863394638102602,High Risk,99.8,1197.6
0,0,0,0,-1.2861451872261145,1,0,0,0,0,0,0,0,0,0,-1.5030016474730945,0,1,0,0,1,0,0.38100245335424926,Low Risk,19.749999999999993,236.99999999999991
1,0,0,0,-0.389658424283918,1,1,0,0,0,1,1,0,0,1,0.8503525506191802,1,0,0,1,0,1,0.7972651589525348,High Risk,90.6,1087.1999999999998
1,0,0,0,0.2623319487649518,0,0,1,1,0,1,1,0,0,1,-0.5330942009763487,0,0,1,0,0,1,0.33217433835145554,Low Risk,48.95,587.4000000000001
0,1,1,0,0.0178355588716256,1,1,0,1,0,0,0,0,0,1,0.5181924662024865,1,0,0,0,0,1,0.669736366263797,Medium Risk,80.6,967.1999999999999
1,1,1,0,0.4660789403427237,1,1,0,1,0,0,0,1,1,0,0.7772773320475079,1,0,0,0,1,1,0.4412169738617468,Medium Risk,88.4,1060.8000000000002
1,0,1,1,-1.2861451872261145,1,1,0,0,0,0,0,0,0,1,0.3155748147083035,1,0,0,1,0,1,0.8577025522551843,High Risk,74.5,894.0
0,0,1,1,1.403315101600474,0,0,1,0,0,1,0,0,2,0,-0.9732063128284678,0,0,1,0,0,0,0.022075974615321868,Low Risk,35.7,428.40000000000003
0,0,1,1,0.6290765336049412,1,0,1,1,1,0,0,1,2,1,0.1694243775649581,0,0,1,0,0,0,0.05304623915086731,Low Risk,70.1,841.1999999999999
1,0,1,1,-1.0823981956483424,1,0,0,0,0,0,0,0,1,0,-1.512966450005595,0,1,0,0,1,0,0.15737074588242092,Low Risk,19.450000000000003,233.40000000000003
1,1,1,0,-0.3489090259683637,0,0,1,0,0,0,0,1,0,0,-0.860271884126792,0,0,0,0,0,1,0.5105191632904367,Medium Risk,39.1,469.20000000000005
0,0,1,0,-1.163896992279451,1,0,0,0,0,0,0,0,0,0,-1.5079840487393448,0,1,0,0,1,0,0.3496231645964783,Low Risk,19.6,235.20000000000002
1,0,0,0,-1.163896992279451,1,0,0,0,0,0,0,0,1,0,-1.5046624478951778,0,1,0,0,1,0,0.20847970259198426,Low Risk,19.700000000000003,236.40000000000003
0,1,1,0,0.955071720129376,1,1,1,1,1,1,0,0,1,1,0.1146179636362039,0,0,1,0,0,0,0.0968945114099561,Low Risk,68.45,821.4000000000001
0,0,1,1,0.6290765336049412,1,0,0,0,0,0,0,0,2,0,-1.494697645362677,0,1,0,0,1,0,0.023521868354080575,Low Risk,20.0,240.0
1,0,1,1,0.506828338658278,1,0,1,0,0,1,0,0,2,0,-0.3437629528588334,0,0,0,0,0,0,0.025220248739432027,Low Risk,54.65,655.8
0,0,1,0,-0.389658424283918,1,0,1,0,1,1,0,1,1,1,0.1245827661687046,0,0,0,0,0,0,0.2006356329195685,Low Risk,68.75,825.0
1,1,1,0,1.607062093178246,1,1,0,0,0,0,0,0,2,1,-1.3286176031543302,0,1,0,0,0,0,0.027624265562552427,Low Risk,25.0,300.0
0,0,0,0,-1.163896992279451,1,0,0,0,0,0,0,0,0,0,-1.463142437343091,0,1,0,0,0,1,0.3348759703578251,Low Risk,20.950000000000003,251.40000000000003
0,0,1,0,0.8735729234982674,1,1,1,1,0,0,1,1,1,0,1.3801478852638067,1,0,0,0,0,1,0.2810300998553218,Low Risk,106.55,1278.6
1,0,1,0,0.6290765336049412,1,1,1,1,1,0,1,1,0,1,1.5429063266279868,1,0,0,0,0,0,0.5738464499114619,Medium Risk,111.45,1337.4
1,0,0,0,-1.163896992279451,0,0,0,0,0,0,1,1,0,1,-0.6792446381196942,0,0,0,1,0,1,0.86378124279827,High Risk,44.55,534.5999999999999
0,1,0,0,-1.041648797332788,1,0,0,1,1,0,1,0,0,1,-0.0016380659096388,0,0,0,1,0,0,0.7520965776844153,High Risk,64.95,779.4000000000001
0,0,0,0,-0.1044126360750375,1,0,1,0,0,0,0,0,0,1,-0.5380766022425993,0,0,0,0,1,0,0.3303326314889381,Low Risk,48.8,585.5999999999999
1,0,1,0,-0.0229138394439287,1,1,0,0,1,0,0,0,0,1,0.461725251851649,1,0,0,1,0,1,0.7562677740866753,High Risk,78.9,946.8000000000001
1,0,1,1,1.3218163049693654,1,0,0,0,0,0,0,0,2,0,-1.498019246206844,0,1,0,0,1,0,0.014035611320953083,Low Risk,19.9,238.79999999999998
1,0,1,0,-0.7564030091239073,1,0,0,0,0,0,0,0,1,0,-0.6775838376976105,0,0,0,1,0,0,0.35815840306555985,Low Risk,44.6,535.2
1,0,1,1,0.0993343555027343,1,0,0,0,0,0,0,0,1,0,-1.4930368449405935,0,1,0,0,0,0,0.06443245497232075,Low Risk,20.050000000000004,240.60000000000005
0,0,1,1,-1.2861451872261145,1,1,1,0,1,0,1,1,0,1,1.2439622506529624,1,0,0,1,0,1,0.8887208953625679,High Risk,102.45,1229.4
0,0,0,0,-1.2453957889105598,1,1,0,0,0,0,0,0,0,0,0.3288612180849715,1,0,1,0,0,1,0.8108605112671398,High Risk,74.9,898.8000000000001
0,0,1,1,-1.2861451872261145,1,0,0,0,0,0,0,0,0,0,-1.494697645362677,0,1,0,1,0,0,0.3871435985120964,Low Risk,20.0,240.0
1,0,0,0,-1.2861451872261145,1,0,0,0,0,0,0,0,0,1,-1.5328960550705968,0,1,0,0,1,1,0.4432107236834274,Medium Risk,18.85,226.20000000000002
1,0,0,0,0.7105753302360499,1,0,0,0,0,0,0,0,1,0,-1.4897152440964267,0,1,1,0,0,0,0.058269731717816284,Low Risk,20.15,241.79999999999998
0,1,0,0,-1.2453957889105598,1,0,0,0,0,0,1,0,0,0,0.5480868737999891,1,0,0,0,1,0,0.8416303998254987,High Risk,81.5,978.0
1,0,0,0,-1.163896992279451,1,1,0,0,0,0,0,0,0,1,0.367059627792891,1,0,0,1,0,1,0.8783774899704532,High Risk,76.05,912.5999999999999
1,1,0,0,-0.3081596276528093,1,1,0,1,0,0,1,0,0,1,0.8138149413333441,1,0,0,1,0,1,0.8480581683520875,High Risk,89.5,1074.0
1,1,0,0,0.4660789403427237,1,0,0,0,1,0,0,0,0,0,0.2939844092212182,1,0,0,1,0,0,0.6093946745343924,Medium Risk,73.85,886.1999999999999
1,0,0,0,-0.5934054158616899,1,0,0,0,0,0,0,0,0,0,-1.5279136538043463,0,1,0,1,0,0,0.332881168054747,Low Risk,19.0,228.0
0,0,0,0,0.9143223218138218,1,0,0,1,1,0,0,0,0,1,0.5497476742220725,1,0,0,1,0,0,0.5029645529719933,Medium Risk,81.55,978.5999999999999
1,0,0,1,-0.9194006023861248,1,1,0,0,0,0,0,0,0,0,-1.3352608048426642,0,1,1,0,0,0,0.32664434491168765,Low Risk,24.799999999999997,297.59999999999997
